,Name,Roll_no,Age,Gender,Branch,Internships,CGPA,Hostel,Backlogs,PlacedOrNot
2227,Neelan,ec15b1260,21,Male,Electronics And Communication,0,8.25,0,0,1
2228,Bibek,it15b1613,21,Male,Information Technology,1,7.33,0,0,0
2229,Anvi,el15b1115,21,Female,Electrical,2,8.17,0,0,1
2230,Uday,cv15b1040,22,Male,Civil,0,6.05,0,0,1
2231,Pari,cs15b1097,22,Female,Computer Science,1,6.43,0,0,0
2232,Arhaan,cv15b1163,22,Male,Civil,0,8.34,0,0,1
2233,Subbiah,ec15b1357,20,Male,Electronics And Communication,0,6.35,0,0,0
2234,Ranbir,me15b1044,21,Male,Mechanical,1,6.39,1,0,0
2235,Sneha,cs15b1049,21,Female,Computer Science,1,6.23,0,0,0
2236,Jaipal,cs15b1774,22,Male,Computer Science,0,8.22,0,0,1
2237,Gunda,it15b1341,21,Male,Information Technology,1,8.09,0,0,1
2238,Aarya,cs15b1296,21,Female,Computer Science,1,7.33,0,0,0
2239,Mansukh,el15b1247,22,Male,Electrical,0,8.44,0,0,1
2240,Shreyas,it15b1205,22,Male,Information Technology,1,8.14,0,1,1
2241,Faizal,it15b1596,20,Male,Information Technology,0,6.15,0,0,0
2242,Kyra,cs15b1674,21,Female,Computer Science,1,8.06,0,0,1
2243,Gurcharan,cv15b1036,21,Male,Civil,0,8.43,0,0,1
2244,Avira,me15b1209,21,Female,Mechanical,0,7.48,1,0,0
2245,Aadya,ec15b1408,21,Female,Electronics And Communication,0,8.43,0,0,1
2246,Aadya,cv15b1192,23,Female,Civil,1,6.25,0,1,0
2247,Kyra,me15b1406,21,Female,Mechanical,0,8.36,1,0,1
2248,Arjun,el15b1234,20,Male,Electrical,0,5.16,0,0,0
2249,Araya,it15b1241,22,Female,Information Technology,1,7.04,0,0,1
2250,Shanaya,cs15b1024,21,Female,Computer Science,0,8.26,0,0,1
2251,Prataprao,cs15b1562,21,Male,Computer Science,1,7.12,0,1,1
2252,Vritika,cs15b1563,19,Female,Computer Science,0,8.11,0,0,1
2253,Suresh,ec15b1029,22,Male,Electronics And Communication,1,8.22,0,0,1
2254,Sambhunath,me15b1093,22,Male,Mechanical,1,7.2,1,1,0
2255,Upendra,it15b1282,21,Male,Information Technology,0,8.15,0,0,1
2256,Neelan,it15b1309,21,Male,Information Technology,0,8.47,0,0,1
2257,Harmeet,cs15b1312,22,Male,Computer Science,0,7.47,0,1,0
2258,Kalpesh,it15b1358,21,Male,Information Technology,1,6.18,0,0,0
2259,Aanvi,el15b1297,21,Female,Electrical,1,9.2,0,0,1
2260,Aiza,el15b1286,21,Female,Electrical,0,8.09,0,0,1
2261,Ananya,cv15b1151,26,Male,Civil,0,7.22,0,0,0
2262,Sumit,it15b1289,21,Male,Information Technology,1,8.44,0,0,1
2263,Inaya,cs15b1256,22,Female,Computer Science,1,7.14,0,0,1
2264,Mahboob,ec15b1372,20,Male,Electronics And Communication,1,9.27,1,1,1
2265,Bibek,cs15b1274,21,Male,Computer Science,2,7.28,1,1,0
2266,Ahaana,cs15b1128,21,Female,Computer Science,0,7.16,0,0,1
2267,Rinjish,cs15b1646,28,Male,Computer Science,0,6.09,0,0,1
2268,Amaira,it15b1134,21,Female,Information Technology,0,7.15,0,0,0
2269,Shanaya,ec15b1018,24,Female,Electronics And Communication,0,5.18,0,0,0
2270,Myra,ec15b1355,21,Female,Electronics And Communication,1,8.46,0,0,1
2271,Uday,cs15b1077,22,Male,Computer Science,0,7.48,0,0,0
2272,Prataprao,it15b1164,26,Male,Information Technology,0,8.31,0,0,1
2273,Vritika,cv15b1116,21,Female,Civil,1,7.44,0,0,0
2274,Gnanasekaran,cs15b1626,19,Male,Computer Science,1,8.28,0,0,1
2275,Aarohi,el15b1110,21,Female,Electrical,0,6.2,0,0,0
2276,Jaipal,ec15b1238,21,Male,Electronics And Communication,0,6.47,0,0,0
2277,Arya,me15b1057,22,Female,Mechanical,0,8.47,1,1,1
2278,Binu,me15b1008,22,Male,Mechanical,0,8.14,1,0,1
2279,Manmohan,cs15b1067,22,Male,Computer Science,1,7.07,0,0,0
2280,Humayun,cs15b1547,19,Male,Computer Science,2,7.4,0,1,0
2281,Lakshman,it15b1048,21,Male,Information Technology,0,7.41,0,0,1
2282,Ira,me15b1105,24,Female,Mechanical,0,6.31,1,0,1
2283,Amaya,cs15b1440,20,Female,Computer Science,1,5.36,0,0,0
2284,Dipankar,el15b1041,22,Male,Electrical,0,6.45,0,0,0
2285,Thoiba,cv15b1302,21,Male,Civil,0,8.06,0,0,1
2286,Avira,it15b1386,24,Female,Information Technology,0,6.25,0,0,1
2287,Shreya,cs15b1647,22,Female,Computer Science,1,7.35,0,0,0
2288,Apoorva,it15b1476,20,Male,Information Technology,0,7.05,0,1,1
2289,Lakshman,it15b1165,24,Male,Information Technology,0,8.46,0,0,1
2290,Jawahar,cv15b1156,22,Male,Civil,0,8.49,1,1,1
2291,Paridhi,it15b1119,21,Male,Information Technology,1,8.25,0,0,1
2292,Manmohan,me15b1143,21,Male,Mechanical,2,6.45,1,0,1
2293,Amara,cs15b1161,22,Female,Computer Science,2,7.09,0,0,1
2294,Shekhar,el15b1246,21,Male,Electrical,0,7.11,0,0,0
2295,Dhinakaran,me15b1243,20,Male,Mechanical,0,6.24,1,0,0
2296,Nida,it15b1546,19,Male,Information Technology,0,7.18,0,0,0
2297,Dhriti,cs15b1433,20,Female,Computer Science,0,8.1,0,0,1
2298,Shanaya,it15b1542,22,Female,Information Technology,1,8.27,1,0,1
2299,Prataprao,cs15b1301,22,Male,Computer Science,1,8.48,1,0,1
2300,Akshat,el15b1222,21,Male,Electrical,1,7.24,0,0,1
2301,Anupam,it15b1188,21,Male,Information Technology,0,8.16,0,0,1
2302,Aadhira,it15b1281,22,Female,Information Technology,0,7.04,0,0,0
2303,Hitesh,it15b1087,21,Male,Information Technology,2,8.21,0,0,1
2304,Anika,el15b1145,21,Female,Electrical,0,8.15,0,0,1
2305,Ishita,cs15b1406,23,Female,Computer Science,2,7.47,0,1,1
2306,Anika,me15b1091,22,Female,Mechanical,1,6.13,1,0,0
2307,Kavya,cs15b1187,23,Female,Computer Science,1,6.06,0,0,1
2308,Devendra,cv15b1219,21,Male,Civil,0,7.3,0,0,0
2309,Aaira,ec15b1132,22,Female,Electronics And Communication,1,6.38,0,0,0
2310,Prataprao,it15b1275,22,Male,Information Technology,2,8.03,0,0,1
2311,Aarna,it15b1131,22,Female,Information Technology,1,6.38,0,0,0
2312,Amit,it15b1533,21,Male,Information Technology,1,7.47,0,0,1
2313,Nibaran,me15b1337,19,Male,Mechanical,0,7.45,1,0,0
2314,Rajiv,cv15b1154,22,Male,Civil,1,7.24,0,0,0
2315,Avira,it15b1633,21,Female,Information Technology,0,7.39,0,0,0
2316,Amarjit,it15b1390,22,Male,Information Technology,0,8.42,0,0,1
2317,Mehul,me15b1085,21,Male,Mechanical,1,6.15,1,0,0
2318,Kyra,me15b1238,24,Female,Mechanical,1,8.02,1,1,1
2319,Dhriti,cv15b1166,20,Female,Civil,0,8.06,0,0,1
2320,Sarabjit,cv15b1069,21,Male,Civil,2,6.47,0,0,0
2321,Tara,me15b1408,22,Female,Mechanical,1,8.39,1,1,1
2322,Pallav,me15b1331,21,Male,Mechanical,0,8.25,1,0,1
2323,Sundar,ec15b1100,21,Male,Electronics And Communication,1,6.44,0,0,0
2324,Sundar,el15b1333,21,Male,Electrical,0,7.35,0,0,0
2325,Shekhar,it15b1644,20,Male,Information Technology,0,6.09,0,0,0
2326,Amaira,cs15b1158,21,Female,Computer Science,2,8.05,0,0,1
2327,Miraya,ec15b1070,21,Female,Electronics And Communication,0,8.31,0,1,1
2328,Rajendra,it15b1300,22,Male,Information Technology,0,9.21,0,0,1
2329,Nadeem,ec15b1182,25,Male,Electronics And Communication,0,6.37,0,0,1
2330,Chakrapani,me15b1389,20,Male,Mechanical,0,8.42,1,0,1
2331,Ravish,ec15b1301,19,Male,Electronics And Communication,1,6.17,0,1,1
2332,Dileesh,it15b1499,20,Male,Information Technology,0,6.45,0,0,0
2333,Yash,cs15b1652,19,Male,Computer Science,2,6.31,0,0,1
2334,Nibaran,el15b1127,21,Male,Electrical,2,7.49,1,1,1
2335,Nadeem,me15b1188,22,Male,Mechanical,0,8.38,1,0,1
2336,Deepak,cs15b1393,20,Male,Computer Science,1,6.14,0,0,0
2337,Jaipal,cs15b1019,22,Male,Computer Science,1,9.02,0,0,1
2338,Kirpa,ec15b1310,21,Male,Electronics And Communication,0,8.22,0,0,1
2339,Vasudevan,ec15b1185,21,Male,Electronics And Communication,0,7.21,0,0,1
2340,Subrata,ec15b1089,22,Male,Electronics And Communication,1,8.22,0,0,1
2341,Dheeraj,cs15b1213,22,Male,Computer Science,1,7.11,0,0,1
2342,Shridhar,cs15b1071,21,Male,Computer Science,3,8.49,0,0,1
2343,Avni,it15b1014,21,Female,Information Technology,0,8.31,0,0,1
2344,Gunda,cv15b1171,22,Male,Civil,2,6.21,0,0,0
2345,Sabyasachi,it15b1500,21,Male,Information Technology,2,7.47,0,1,0
2346,Avni,it15b1573,22,Female,Information Technology,0,8.19,0,1,1
2347,Riya,ec15b1074,21,Female,Electronics And Communication,1,6.46,0,0,0
2348,Amaya,ec15b1009,21,Female,Electronics And Communication,0,7.4,0,0,0
2349,Navya,me15b1231,20,Female,Mechanical,0,8.26,1,1,1
2350,Sahil,me15b1297,22,Male,Mechanical,0,5.13,1,0,0
2351,Sahil,cs15b1011,21,Male,Computer Science,1,6.27,0,0,0
2352,Krishnayya,ec15b1250,22,Male,Electronics And Communication,1,6.46,1,1,0
2353,Girish,it15b1496,21,Male,Information Technology,0,8.01,0,0,1
2354,Gam,me15b1092,21,Male,Mechanical,0,7.46,1,0,0
2355,Nathuram,el15b1273,19,Male,Electrical,0,8.36,0,1,1
2356,Avisha,it15b1151,22,Female,Information Technology,0,6.15,0,0,1
2357,Khakhar,cs15b1208,22,Male,Computer Science,2,8.49,0,1,1
2358,Pihu,ec15b1236,24,Female,Electronics And Communication,0,6.37,0,0,1
2359,Kiran,el15b1254,22,Female,Electrical,0,7.37,0,0,0
2360,Varghese,it15b1211,21,Male,Information Technology,2,7.31,0,0,1
2361,Inaya,me15b1126,22,Female,Mechanical,1,7.34,1,1,0
2362,Elangovan,cs15b1739,21,Male,Computer Science,1,7.23,0,0,0
2363,Shreya,el15b1143,21,Female,Electrical,2,8.33,0,1,1
2364,Aarchi,cs15b1608,21,Female,Computer Science,1,6.13,0,0,0
2365,Bellamkonda,cv15b1143,21,Male,Civil,0,9.42,0,0,1
2366,Randhir,me15b1263,23,Male,Mechanical,1,7.31,1,0,0
2367,Kalanidhi,cv15b1251,22,Male,Civil,1,6.42,0,0,0
2368,Myra,cs15b1485,21,Female,Computer Science,0,6.06,0,0,0
2369,Vinay,ec15b1111,22,Male,Electronics And Communication,1,8.43,0,0,1
2370,Mahboob,ec15b1226,20,Male,Electronics And Communication,0,7.36,0,0,0
2371,Shridhar,it15b1650,22,Male,Information Technology,1,6.47,1,0,0
2372,Vallathol,it15b1310,21,Male,Information Technology,0,9.25,0,0,1
2373,Aadya,it15b1660,23,Female,Information Technology,0,8.13,0,0,1
2374,Pranav,me15b1296,19,Male,Mechanical,1,5.5,1,0,0
2375,Diyara,me15b1276,20,Female,Mechanical,0,8.01,1,0,1
2376,Shikhar,it15b1135,21,Male,Information Technology,1,8.39,0,1,1
2377,Chakrapani,me15b1208,22,Male,Mechanical,1,8.08,1,0,1
2378,Sana,me15b1390,21,Female,Mechanical,0,6.19,1,0,0
2379,Rajan,me15b1372,21,Male,Mechanical,1,7.46,1,0,0
2380,Mansukh,it15b1423,20,Male,Information Technology,0,6.37,0,0,0
2381,Ariya,it15b1183,22,Female,Information Technology,0,7.23,0,0,1
2382,Myra,cs15b1729,21,Female,Computer Science,0,7.11,0,0,0
2383,Manabendra,cs15b1567,22,Male,Computer Science,1,6.16,0,0,1
2384,Raja,ec15b1378,21,Male,Electronics And Communication,2,8.42,0,0,1
2385,Sabyasachi,cv15b1209,21,Male,Civil,1,8.3,0,1,1
2386,Rajendra,cs15b1709,20,Male,Computer Science,0,8.37,0,1,1
2387,Sudhir,it15b1197,22,Male,Information Technology,0,8.49,0,0,1
2388,Kaushal,it15b1512,22,Male,Information Technology,1,6.2,0,0,1
2389,Ganesh,it15b1024,24,Male,Information Technology,2,6.45,0,0,1
2390,Diyara,cs15b1511,19,Female,Computer Science,2,7.22,0,0,1
2391,Mehul,el15b1121,22,Male,Electrical,2,7.47,0,0,0
2392,Debaprasad,ec15b1141,22,Male,Electronics And Communication,1,7.32,0,0,0
2393,Pallav,ec15b1149,21,Male,Electronics And Communication,2,7.36,1,1,1
2394,Vanya,ec15b1137,22,Female,Electronics And Communication,1,7.12,1,1,0
2395,Pallav,it15b1561,19,Male,Information Technology,0,7.15,0,0,0
2396,Srikanta,cs15b1007,21,Male,Computer Science,1,8.38,0,1,1
2397,Aarushi,it15b1058,22,Female,Information Technology,1,8.3,0,0,1
2398,Pramod,cv15b1211,19,Male,Civil,1,8.49,0,0,1
2399,Aaria,cs15b1479,21,Female,Computer Science,0,7.22,1,1,0
2400,Arvind,cs15b1193,26,Male,Computer Science,3,7.29,0,0,1
2401,Ranganath,it15b1130,21,Male,Information Technology,0,8.45,0,1,1
2402,Vineet,cs15b1367,22,Male,Computer Science,0,6.01,1,0,0
2403,Girish,el15b1088,25,Male,Electrical,0,7.15,0,0,0
2404,Adwita,ec15b1416,23,Female,Electronics And Communication,0,8.48,0,0,1
2405,Shekhar,ec15b1318,21,Male,Electronics And Communication,1,7.45,0,1,1
2406,Aarushi,it15b1422,24,Female,Information Technology,0,6.13,0,0,1
2407,Anusha,cs15b1443,20,Female,Computer Science,0,5.49,0,0,0
2408,Amisha,cs15b1638,20,Female,Computer Science,0,7.29,0,0,0
2409,Devesh,cs15b1238,22,Male,Computer Science,1,8.31,0,0,1
2410,Aaradhya,me15b1203,21,Female,Mechanical,0,7.38,1,0,0
2411,Amrik,it15b1187,21,Male,Information Technology,0,7.33,0,0,1
2412,Arjun,me15b1134,21,Male,Mechanical,0,7.38,1,0,0
2413,Dhriti,cs15b1344,24,Female,Computer Science,1,7.1,0,0,1
2414,Yogeshwar,it15b1195,22,Male,Information Technology,2,6.32,0,0,1
2415,Arhaan,el15b1116,22,Male,Electrical,1,7.25,0,1,0
2416,Anvita,el15b1324,21,Female,Electrical,0,7.43,0,0,0
2417,Neeraj,cs15b1387,22,Male,Computer Science,1,8.3,1,0,1
2418,Ziya,el15b1039,22,Female,Electrical,0,8.48,0,0,1
2419,Avni,me15b1167,22,Female,Mechanical,0,9.26,1,0,1
2420,Oommen,cv15b1091,22,Male,Civil,1,6.1,0,0,0
2421,Anusha,me15b1224,24,Female,Mechanical,0,7.1,1,0,1
2422,Aditya,me15b1069,22,Male,Mechanical,0,6.33,1,0,1
2423,Aarchi,me15b1414,22,Female,Mechanical,0,8.07,1,0,1
2424,Ishita,cs15b1205,22,Female,Computer Science,1,6.24,0,0,1
2425,Akshat,cs15b1150,22,Male,Computer Science,0,6.01,0,0,0
2426,Diya,el15b1112,21,Female,Electrical,0,7.31,0,0,0
2427,Pankaj,cv15b1235,19,Male,Civil,1,6.37,0,0,0
2428,Jawahar,it15b1128,21,Male,Information Technology,1,7.16,0,1,0
2429,Sarabjit,ec15b1075,22,Male,Electronics And Communication,1,8.16,0,0,1
2430,Dnyandeo,me15b1011,21,Male,Mechanical,0,7.06,0,0,0
2431,Eswar,cs15b1680,21,Male,Computer Science,2,7.5,0,1,0
2432,Bharat,cv15b1129,21,Male,Civil,2,7.15,0,1,0
2433,Bibek,cv15b1044,22,Male,Civil,1,6.25,1,0,0
2434,Tanvi,it15b1531,19,Female,Information Technology,2,6.11,0,0,1
2435,Anaya,ec15b1156,22,Female,Electronics And Communication,2,8.26,0,0,1
2436,Jitendra,ec15b1407,23,Male,Electronics And Communication,0,6.34,0,0,0
2437,Abhishek,me15b1173,21,Male,Mechanical,1,9.43,1,0,1
2438,Namik,it15b1357,22,Male,Information Technology,0,7.5,0,0,0
2439,Ganesh,cs15b1746,21,Male,Computer Science,1,7.03,0,0,0
2440,Dharanidhar,ec15b1380,20,Male,Electronics And Communication,1,7.41,0,0,1
2441,Aarushi,cs15b1661,21,Female,Computer Science,0,7.19,0,0,0
2442,Sriram,it15b1171,23,Male,Information Technology,0,8.07,0,0,1
2443,Sriram,me15b1159,22,Male,Mechanical,1,9.21,1,0,1
2444,Sanjay,el15b1199,23,Male,Electrical,1,7.19,0,0,1
2445,Ariya,ec15b1216,24,Female,Electronics And Communication,0,7.34,0,0,0
2446,Anil,cs15b1354,21,Male,Computer Science,0,8.04,1,1,1
2447,Dhinakaran,cs15b1247,22,Male,Computer Science,0,8.41,1,0,1
2448,Inaya,el15b1163,21,Female,Electrical,1,7.24,0,0,1
2449,Aditya,cs15b1382,24,Male,Computer Science,1,7.41,0,0,1
2450,Aarna,me15b1352,21,Female,Mechanical,0,8.16,1,0,1
2451,Vikas,el15b1294,21,Male,Electrical,0,9.2,0,0,1
2452,Jahangir,me15b1040,22,Male,Mechanical,0,8.42,1,1,1
2453,Aahana,it15b1089,21,Female,Information Technology,0,6.21,0,0,0
2454,Joglekar,it15b1334,21,Male,Information Technology,0,7.33,0,1,0
2455,Harsh,ec15b1257,21,Male,Electronics And Communication,1,7.47,1,0,0
2456,Avni,it15b1107,21,Female,Information Technology,1,8.45,1,0,1
2457,Hitendra,cs15b1474,22,Male,Computer Science,1,6.01,1,0,0
2458,Narayan,cs15b1492,19,Male,Computer Science,0,7.15,0,0,1
2459,Ramesh,me15b1332,20,Male,Mechanical,1,6.26,1,0,0
2460,Nida,cs15b1724,21,Male,Computer Science,2,8.16,0,0,1
2461,Amara,it15b1449,21,Female,Information Technology,1,6.03,0,0,0
2462,Mohindra,cv15b1257,19,Male,Civil,0,6.16,0,0,0
2463,Ravichandran,el15b1149,21,Male,Electrical,0,9.2,0,0,1
2464,Kavya,ec15b1113,21,Female,Electronics And Communication,1,6.24,1,1,0
2465,Sandipan,it15b1237,22,Male,Information Technology,0,8.19,0,0,1
2466,Ajinkya,me15b1249,23,Male,Mechanical,0,5.36,1,1,0
2467,Inaya,ec15b1186,21,Female,Electronics And Communication,1,6.36,0,1,0
2468,Yashi,cv15b1285,20,Female,Civil,0,6.36,1,0,0
2469,Arjun,cs15b1470,24,Male,Computer Science,0,6.14,0,1,1
2470,Joglekar,cs15b1364,21,Male,Computer Science,0,6.37,1,0,0
2471,Samira,el15b1226,21,Male,Electrical,0,7.06,0,0,0
2472,Ajit,me15b1133,21,Male,Mechanical,0,7.27,1,0,0
2473,Ashu,cv15b1007,21,Male,Civil,0,8.14,0,0,1
2474,Shivani,ec15b1211,22,Female,Electronics And Communication,1,7.49,0,0,0
2475,Aarini,ec15b1204,23,Female,Electronics And Communication,0,7.27,0,0,0
2476,Jahangir,it15b1209,22,Male,Information Technology,0,7.04,0,0,1
2477,Kishor,it15b1180,21,Male,Information Technology,0,6.29,0,0,0
2478,Shanaya,cs15b1278,22,Female,Computer Science,1,6.14,0,0,0
2479,Sahil,it15b1102,21,Male,Information Technology,0,5.42,0,1,0
2480,Faizal,el15b1170,21,Male,Electrical,2,8.4,0,1,1
2481,Rajan,it15b1307,22,Male,Information Technology,1,8.26,0,0,1
2482,Shanaya,cs15b1633,21,Female,Computer Science,1,8.42,0,0,1
2483,Anup,el15b1066,21,Male,Electrical,0,7.31,0,0,0
2484,Pallav,el15b1002,21,Male,Electrical,0,8.37,1,0,1
2485,Dipankar,cv15b1230,20,Male,Civil,1,9.14,1,0,1
2486,Zoya,el15b1069,22,Female,Electrical,1,6.14,0,0,0
2487,Prabodh Chandra,el15b1108,21,Male,Electrical,1,8.13,0,0,1
2488,Anupam,el15b1042,22,Male,Electrical,0,5.16,0,0,0
2489,Anvita,cv15b1308,22,Female,Civil,1,7.11,0,1,0
2490,Inaaya,cv15b1066,21,Female,Civil,0,7.02,1,0,0
2491,Tarun,me15b1058,21,Male,Mechanical,0,6.07,1,1,0
2492,Kaustubh,me15b1362,20,Male,Mechanical,0,7.03,1,0,0
2493,Kavya,ec15b1374,21,Female,Electronics And Communication,1,7.46,0,0,1
2494,Gnanasekaran,cv15b1024,22,Male,Civil,0,6.32,0,0,0
2495,Avni,cs15b1388,23,Female,Computer Science,1,7.12,0,0,1
2496,Anaisha,cv15b1037,21,Female,Civil,0,8.0,0,0,1
2497,Chandrajit,cs15b1462,24,Male,Computer Science,1,6.44,0,0,1
2498,Birendra,it15b1411,22,Male,Information Technology,0,6.35,0,0,0
2499,Pari,cs15b1099,22,Female,Computer Science,2,8.25,0,0,1
2500,Aarini,ec15b1237,23,Female,Electronics And Communication,0,5.18,0,0,0
2501,Jadunath,el15b1011,21,Male,Electrical,1,8.07,0,0,1
2502,Amaya,cs15b1244,22,Female,Computer Science,1,7.41,0,0,1
2503,Venkata Swamy,me15b1019,23,Male,Mechanical,0,5.07,1,1,0
2504,Nadeem,el15b1201,24,Male,Electrical,1,7.12,0,0,1
2505,Naveen,it15b1435,22,Male,Information Technology,1,6.47,0,0,0
2506,Vallathol,ec15b1298,22,Male,Electronics And Communication,1,9.22,1,1,1
2507,Prabodh Chandra,it15b1173,25,Male,Information Technology,1,6.35,0,0,1
2508,Aaradhya,it15b1616,20,Female,Information Technology,0,7.05,0,0,0
2509,Govindrao,cv15b1276,21,Male,Civil,0,8.34,0,1,1
2510,Prataprao,cv15b1048,21,Male,Civil,0,8.17,0,0,1
2511,Kyra,ec15b1233,24,Female,Electronics And Communication,0,6.4,0,0,1
2512,Avira,cs15b1773,23,Female,Computer Science,1,8.08,0,1,1
2513,Bibek,cv15b1051,21,Male,Civil,1,8.36,0,1,1
2514,Harsh,cs15b1356,22,Male,Computer Science,1,8.23,0,0,1
2515,Ajay,it15b1226,22,Male,Information Technology,2,7.21,0,1,1
2516,Yashvi,me15b1034,22,Female,Mechanical,1,8.1,1,0,1
2517,Paridhi,cs15b1531,20,Male,Computer Science,0,8.43,0,1,1
2518,Khakhar,ec15b1071,22,Male,Electronics And Communication,1,7.4,0,0,0
2519,Aseem,cv15b1121,22,Male,Civil,2,6.18,1,0,1
2520,Vinay,el15b1074,22,Male,Electrical,1,7.49,0,0,0
2521,Amrik,me15b1010,22,Male,Mechanical,1,7.5,0,0,0
2522,Hriday,cs15b1715,21,Male,Computer Science,2,7.2,0,1,0
2523,Shikhar,me15b1266,20,Male,Mechanical,0,8.49,1,0,1
2524,Anaisha,it15b1243,21,Female,Information Technology,0,6.04,0,0,1
2525,Risha,it15b1296,22,Female,Information Technology,1,9.37,0,0,1
2526,Rajiv,cs15b1463,21,Male,Computer Science,0,7.03,1,0,0
2527,Amaira,ec15b1232,22,Female,Electronics And Communication,1,8.37,1,1,1
2528,Vriti,it15b1043,24,Female,Information Technology,0,5.09,0,0,0
2529,Ganesh,ec15b1240,24,Male,Electronics And Communication,1,6.47,0,1,1
2530,Bibin,ec15b1225,21,Male,Electronics And Communication,0,7.07,0,1,0
2531,Akasha,it15b1320,26,Male,Information Technology,1,6.32,0,0,1
2532,Hemant,cv15b1228,22,Male,Civil,0,9.18,1,0,1
2533,Jitendra,me15b1220,22,Male,Mechanical,1,7.04,1,0,0
2534,Gurcharan,it15b1658,21,Male,Information Technology,0,6.34,0,1,0
2535,Aadhya,el15b1022,22,Female,Electrical,1,6.25,0,0,1
2536,Gopinathan,ec15b1210,23,Male,Electronics And Communication,1,6.13,0,0,0
2537,Phani,cs15b1282,21,Male,Computer Science,1,8.28,0,0,1
2538,Anaya,cs15b1596,19,Female,Computer Science,0,8.49,0,0,1
2539,Mohindra,it15b1098,21,Male,Information Technology,0,6.05,0,1,0
2540,Adwita,ec15b1134,21,Female,Electronics And Communication,1,7.35,0,0,0
2541,Aiza,it15b1543,21,Female,Information Technology,1,8.16,1,0,1
2542,Hansraj,me15b1183,21,Male,Mechanical,0,9.41,1,1,1
2543,Gurunath,me15b1274,22,Male,Mechanical,1,6.16,1,0,0
2544,Hansraj,it15b1252,21,Male,Information Technology,2,7.06,0,1,1
2545,Anupam,cv15b1031,21,Male,Civil,0,7.13,0,0,0
2546,Giridhar,ec15b1112,21,Male,Electronics And Communication,0,8.14,0,1,1
2547,Diti,cs15b1582,21,Female,Computer Science,1,6.26,0,0,0
2548,Vallathol,cv15b1122,22,Male,Civil,1,6.35,0,0,0
2549,Inaya,me15b1060,21,Female,Mechanical,0,8.33,1,0,1
2550,Yogeshwar,ec15b1362,20,Male,Electronics And Communication,0,7.34,0,0,1
2551,Aarya,el15b1186,23,Female,Electrical,0,8.09,0,0,1
2552,Bibin,cs15b1659,21,Male,Computer Science,0,7.11,0,1,0
2553,Rinjish,it15b1592,20,Male,Information Technology,0,8.26,0,0,1
2554,Jawahar,ec15b1165,21,Male,Electronics And Communication,1,8.36,1,1,1
2555,Venkataraman,el15b1266,20,Male,Electrical,3,6.04,0,1,0
2556,Anaya,cs15b1341,25,Female,Computer Science,2,7.39,0,1,1
2557,Tara,me15b1316,22,Female,Mechanical,0,8.41,0,0,1
2558,Vallathol,cs15b1544,22,Male,Computer Science,1,7.32,0,0,0
2559,Vallathol,cv15b1012,23,Male,Civil,0,6.22,0,0,1
2560,Vineet,it15b1299,22,Male,Information Technology,0,9.08,0,0,1
2561,Jayachandran,it15b1259,22,Male,Information Technology,1,8.23,0,0,1
2562,Arvind,ec15b1361,21,Male,Electronics And Communication,0,7.21,0,0,1
2563,Maira,it15b1006,21,Female,Information Technology,0,6.49,0,0,1
2564,Dharanidhar,it15b1643,20,Male,Information Technology,1,7.01,0,0,0
2565,Aahana,it15b1093,22,Female,Information Technology,0,8.03,0,0,1
2566,Yashika,it15b1097,21,Female,Information Technology,1,8.47,0,0,1
2567,Anupam,cs15b1057,22,Male,Computer Science,1,6.11,0,0,0
2568,Jawahar,ec15b1334,19,Male,Electronics And Communication,1,7.39,0,1,0
2569,Ranjitsinh,ec15b1399,22,Male,Electronics And Communication,0,6.22,0,1,0
2570,Inaaya,cs15b1314,22,Female,Computer Science,1,7.46,1,0,0
2571,Anvika,me15b1117,22,Female,Mechanical,1,8.25,1,0,1
2572,Ganpatrao,el15b1062,22,Male,Electrical,1,7.28,0,1,0
2573,Angad,cv15b1090,22,Male,Civil,0,6.29,0,0,0
2574,Hansraj,me15b1241,23,Male,Mechanical,1,6.16,1,0,0
2575,Amaira,it15b1060,22,Female,Information Technology,1,7.06,0,0,0
2576,Nibaran,cv15b1200,24,Male,Civil,1,7.06,1,0,0
2577,Hriday,ec15b1337,20,Male,Electronics And Communication,0,6.41,0,0,0
2578,Devendra,cv15b1160,21,Male,Civil,2,8.06,0,0,1
2579,Uday,cs15b1484,22,Male,Computer Science,0,6.11,0,0,0
2580,Anup,cs15b1164,22,Male,Computer Science,1,6.06,1,0,1
2581,Pari,it15b1005,22,Female,Information Technology,1,8.17,0,0,1
2582,Harjit,me15b1152,21,Male,Mechanical,1,6.23,1,0,0
2583,Vritika,cs15b1644,20,Female,Computer Science,1,7.23,0,0,0
2584,Suneet,el15b1179,23,Male,Electrical,0,6.13,0,0,0
2585,Sambhunath,me15b1064,21,Male,Mechanical,0,8.45,1,0,1
2586,Abhishek,it15b1371,24,Male,Information Technology,1,6.41,0,0,1
2587,Ishita,ec15b1303,20,Female,Electronics And Communication,1,6.45,0,0,0
2588,Aarna,cs15b1127,21,Female,Computer Science,0,8.48,1,1,1
2589,Girish,it15b1427,21,Male,Information Technology,1,6.12,0,0,0
2590,Sasha,cv15b1315,21,Female,Civil,0,8.19,0,0,1
2591,Kripa,el15b1249,21,Male,Electrical,0,6.41,0,0,0
2592,Bellamkonda,it15b1440,24,Male,Information Technology,1,6.49,0,0,1
